label,area,perimeter,circularity,aspect_ratio,solidity,eccentricity,mean_intensity_gray,std_dev_intensity_gray,peak_intensity_gray,mean_b,mean_g,mean_r,source_file,source_object_id
Yıldız,841.0,125.39696836471558,0.672096735332743,1.3225806451612903,0.9282560706401766,0.6994282845560557,128.72767857142856,46.407135977250014,253.0,166.4609375,127.73325892857142,116.30580357142857,galaksi_horsehead_nebula_wide_field_4_features.json,597
Yıldız,82.0,42.97056221961975,0.5580609633932744,1.0769230769230769,0.82,0.8956723472071317,38.38235294117647,52.31579151195642,251.0,33.990196078431374,39.26470588235294,38.34313725490196,galaksi_orion_nebula_astrophotography_2_features.json,41
Yıldız,29.5,27.55634891986847,0.48818960712158904,1.125,0.7662337662337663,0.5219030873425441,40.476190476190474,57.51365804465931,254.0,37.357142857142854,41.095238095238095,40.5,galaksi_orion_nebula_astrophotography_2_features.json,61
Yıldız,47.0,30.14213526248932,0.6500693546564215,0.7272727272727273,0.8785046728971962,0.7049354766353171,44.18032786885246,58.147215147423,255.0,48.31147540983607,44.16393442622951,43.22950819672131,galaksi_orion_nebula_astrophotography_2_features.json,169
Bulutsu,301.5,147.4385986328125,0.17429093180456356,0.7878787878787878,0.5593692022263451,0.7449762346076658,95.4478021978022,7.930676329153565,121.0,123.68406593406594,91.71703296703298,92.09615384615385,galaksi_orion_nebula_astrophotography_3_features.json,484
Bulutsu,495.5,174.75230705738068,0.20389552158903576,1.0238095238095237,0.4905940594059406,0.589104166445984,131.58947368421053,13.272444534957328,160.0,164.57894736842107,126.36842105263158,129.22280701754386,galaksi_orion_nebula_astrophotography_3_features.json,487
Yıldız,40.0,24.14213526248932,0.8624193609332013,1.125,0.963855421686747,0.49694175872968366,59.11764705882353,57.29170184543326,239.0,71.09803921568627,59.2156862745098,54.13725490196078,galaksi_orion_nebula_astrophotography_3_features.json,742
Yıldız,651.0,126.7106763124466,0.5095237529028068,1.6785714285714286,0.8163009404388715,0.8316500653886894,44.9758865248227,46.97418319274345,249.0,79.49929078014185,49.622695035461,22.71489361702128,galaksi_orion_nebula_astrophotography_4_features.json,83
Yıldız,100.5,39.55634891986847,0.807130070333728,1.0,0.95260663507109,0.4697508524126372,36.24369747899159,55.03382708974341,250.0,37.193277310924366,39.07563025210084,30.428571428571427,galaksi_orion_nebula_astrophotography_4_features.json,214
Yıldız,966.5,185.0365775823593,0.354728880291916,1.2380952380952381,0.7443203696572969,0.6440461687933337,152.489443378119,45.54157350540843,253.0,211.8809980806142,174.75143953934742,86.13915547024952,galaksi_orion_nebula_astrophotography_4_features.json,224
Yıldız,460.5,102.81118178367615,0.547468071451011,1.1111111111111112,0.8365122615803815,0.6632822253319876,50.672619047619044,44.0295937217154,250.0,94.10714285714285,57.37698412698413,20.990079365079364,galaksi_orion_nebula_astrophotography_4_features.json,332
Yıldız,71.0,32.97056245803833,0.8207587109542324,1.0,0.9342105263157895,0.31463017768053164,40.406976744186046,55.316925772374915,243.0,55.325581395348834,46.94186046511628,21.802325581395348,galaksi_orion_nebula_astrophotography_4_features.json,399
Yıldız,5.0,8.828427076339722,0.8061450660379307,0.75,1.0,0.8164965882550608,101.7,64.98007386884075,196.0,96.80000000000001,102.7,101.7,galaksi_orion_nebula_astrophotography_4_features.json,400
Bulutsu,6593.0,993.2001328468323,0.08398841815953521,1.0263157894736843,0.5195020092979277,0.9044334748426852,29.251248394920818,18.629741759096806,251.0,62.24668283635326,32.617634469967186,10.067912683692395,galaksi_orion_nebula_astrophotography_4_features.json,460
Bulutsu,2902.0,426.55843567848206,0.2004242199654702,1.3924050632911393,0.6902128671661315,0.906573718914011,101.35108801558947,32.17081255122855,234.0,162.17830464436506,94.59369925300422,91.44267619356934,galaksi_orion_nebula_astrophotography_4_features.json,561
Bulutsu,6078.0,1096.1118193864822,0.06357126276047294,0.6182795698924731,0.4227291695646126,0.85807146316589,130.47690425206486,67.49636135864499,249.0,180.57081676353624,135.69577852554298,101.12740899357603,galaksi_orion_nebula_astrophotography_4_features.json,573
Bulutsu,2646.0,725.7787787914276,0.0631235147535608,0.8461538461538461,0.5308456214264219,0.8511398788508143,87.45167853509665,55.80981354528121,250.0,125.57477110885047,92.24482875551035,63.499152255001704,galaksi_orion_nebula_astrophotography_4_features.json,642
Yıldız,53.5,28.727921843528748,0.8146202935146012,1.1111111111111112,0.9469026548672567,0.4825959251389123,52.865671641791046,63.725365863207436,245.0,61.52238805970149,61.134328358208954,33.46268656716418,galaksi_orion_nebula_astrophotography_4_features.json,681
Yıldız,374.0,82.28427064418793,0.6941411936671306,1.0434782608695652,0.8936678614097969,0.6255869876766755,41.8373786407767,46.127727492408646,246.0,74.54854368932038,43.59466019417475,25.895631067961162,galaksi_orion_nebula_astrophotography_4_features.json,1220
Bulutsu,4573.0,586.783832192421,0.1668994045294288,1.85,0.6682741487651614,0.8960213556988722,80.72806471686373,38.18068184918031,249.0,94.16614810205351,70.2802323169467,96.06367973449491,galaksi_orion_nebula_astrophotography_features.json,275
Yıldız,287.0,74.0832599401474,0.6571304492244009,1.0434782608695652,0.8871715610510046,0.42340373084270677,70.79245283018868,46.12412504962764,246.0,90.57547169811322,67.62578616352202,69.57232704402516,galaksi_orion_nebula_astrophotography_features.json,407
Yıldız,106.5,42.870057344436646,0.7282011206063338,1.0,0.9141630901287554,0.3354056095038002,61.856,45.218704802327096,251.0,74.72,59.432,61.72,galaksi_orion_nebula_astrophotography_features.json,460
Yıldız,90.0,42.28427076339722,0.6325497423960204,0.8666666666666667,0.8411214953271028,0.6107726262956865,103.93518518518518,45.63974736762379,251.0,134.6851851851852,99.81481481481481,100.3611111111111,galaksi_orion_nebula_astrophotography_features.json,552
Bulutsu,48279.0,6814.469908118248,0.01306483634192275,1.051413881748072,0.45103278183126094,0.6702171572816703,87.58525904203323,38.67584606853057,255.0,106.00821114369502,76.65427174975562,102.03133919843597,galaksi_orion_nebula_astrophotography_features.json,595
Yıldız,1071.0,257.4213533401489,0.20310012769947583,1.9487179487179487,0.6219512195121951,0.8591519860722767,88.63644067796609,48.86721053321264,253.0,117.0322033898305,85.46186440677965,84.0271186440678,galaksi_orion_nebula_astrophotography_features.json,600
Yıldız,232.0,57.45584332942963,0.8831397684491032,1.1176470588235294,0.9768421052631578,0.3644711486261137,65.56201550387597,73.32458125412502,253.0,54.08527131782946,65.86434108527132,69.52325581395348,galaksi_planetary_nebula_ring_2_features.json,31
Yıldız,98.0,39.79898953437805,0.777484694129652,0.8571428571428571,0.9289099526066351,0.614850160759728,60.89655172413793,71.3257920306466,251.0,44.6551724137931,60.82758620689655,67.31896551724138,galaksi_planetary_nebula_ring_2_features.json,50
Yıldız,87.5,35.55634880065918,0.8697282989893131,1.0909090909090908,0.9615384615384616,0.2758748905658825,66.5576923076923,73.49566011822071,251.0,49.0,66.61538461538461,73.29807692307693,galaksi_planetary_nebula_ring_2_features.json,63
Yıldız,178.5,52.38477599620819,0.8174061523155042,1.0,0.9444444444444444,0.49539780474031364,64.21182266009852,73.04064229404868,253.0,56.86699507389162,64.33990147783251,67.06403940886699,galaksi_planetary_nebula_ring_2_features.json,97
Yıldız,188.0,51.79898941516876,0.8804914428267976,1.0,0.9715762273901809,0.46834641998816573,70.15094339622641,73.54254223222046,253.0,60.33490566037736,70.92924528301887,72.37264150943396,galaksi_planetary_nebula_ring_2_features.json,151
Bulutsu,28303.0,811.151363492012,0.5405533090998527,0.9849246231155779,0.948158322306159,0.2914373275988209,75.32158313555773,40.21998567151533,254.0,85.28675136116154,70.46569174926707,81.04722183442692,galaksi_planetary_nebula_ring_2_features.json,229
Yıldız,11.5,13.071067690849304,0.8458348538463678,1.0,0.9583333333333334,0.3714483657323884,62.72222222222222,64.66564050350382,229.0,58.83333333333333,57.0,75.6111111111111,galaksi_planetary_nebula_ring_3_features.json,19
Bulutsu,1462.5,341.74725353717804,0.15736048038437153,0.6511627906976745,0.5558722919042189,0.936302620118642,94.99937733499377,11.923192323321627,134.0,7.860523038605231,83.10149439601494,151.47322540473226,galaksi_planetary_nebula_ring_3_features.json,32
Bulutsu,7102.0,1111.6265400648117,0.07222253332937043,0.5695067264573991,0.5084114825685446,0.9406233834557725,182.93620393607185,15.710455454250699,218.0,86.85193501518954,184.77308149517896,215.93910976092985,galaksi_planetary_nebula_ring_3_features.json,66
Bulutsu,792.0,175.68123936653137,0.3224662539381501,0.6808510638297872,0.7447108603667136,0.7395906988910751,162.64055299539172,9.186235729782528,181.0,89.47004608294931,163.39400921658986,189.01497695852535,galaksi_planetary_nebula_ring_3_features.json,78
Bulutsu,20944.0,3032.4876976013184,0.028620116542409844,0.9213483146067416,0.2502598907861248,0.5076033557918546,165.40389721434678,27.47868410799491,234.0,96.12636695018226,166.5965978128797,189.44309437019035,galaksi_planetary_nebula_ring_3_features.json,96
Bulutsu,1631.0,296.7350618839264,0.23276951134020218,1.7142857142857142,0.6500597847748106,0.8874396502409684,35.85722411831627,9.22432985297362,155.0,23.140500568828212,25.465301478953354,61.080773606370876,galaksi_planetary_nebula_ring_4_features.json,440
Bulutsu,172954.0,7425.194863200188,0.03942073918472436,1.1759259259259258,0.6976047239997499,0.6638905682273618,99.37798942520118,59.05575070057272,254.0,88.49689627951089,89.38662759329618,123.11283003651769,galaksi_planetary_nebula_ring_4_features.json,661
